-133.94648829431438,-6.077784364828135
-134.94983277591973,-5.718056845001735
-134.94983277591973,-5.718056845001735
-134.94983277591973,-5.718056845001735
-134.94983277591973,-5.718056845001735
-135.95317725752508,-5.355644791445286
-135.95317725752508,-5.355644791445286
-135.95317725752508,-5.355644791445286
-136.95652173913044,-4.99054820415879
-136.95652173913044,-4.99054820415879
-136.95652173913044,-4.99054820415879
-137.9598662207358,-4.622767083142245
-137.9598662207358,-4.622767083142245
-137.9598662207358,-4.622767083142245
-137.9598662207358,-4.622767083142245
-138.96321070234114,-4.252301428395653
-138.96321070234114,-4.252301428395653
-138.96321070234114,-4.252301428395653
-139.9665551839465,-3.8791512399190142
-139.9665551839465,-3.8791512399190142
-139.9665551839465,-3.8791512399190142
-140.96989966555185,-3.503316517712326
-140.96989966555185,-3.503316517712326
-140.96989966555185,-3.503316517712326
-141.9732441471572,-3.1247972617755906
-141.9732441471572,-3.1247972617755906
-141.9732441471572,-3.1247972617755906
-142.97658862876256,-2.7435934721088078
-142.97658862876256,-2.7435934721088078
-142.97658862876256,-2.7435934721088078
-142.97658862876256,-2.7435934721088078
-143.97993311036788,-2.359705148711988
-143.97993311036788,-2.359705148711988
-143.97993311036788,-2.359705148711988
-144.98327759197323,-1.973132291585109
-144.98327759197323,-1.973132291585109
-144.98327759197323,-1.973132291585109
-145.9866220735786,-1.583874900728183
-145.9866220735786,-1.583874900728183
-145.9866220735786,-1.583874900728183
-146.98996655518394,-1.191932976141209
-146.98996655518394,-1.191932976141209
-146.98996655518394,-1.191932976141209
-147.9933110367893,-0.7973065178241869
-147.9933110367893,-0.7973065178241869
-147.9933110367893,-0.7973065178241869
-148.99665551839465,-0.3999955257771174
-148.99665551839465,-0.3999955257771174
-148.99665551839465,-0.3999955257771174
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
-150.0,0.0
